"id";"Name";"Name on Shirt";"Teams";"Nationality";"Age";"Height(cm)";"Weight(Kg)";"Stronger foot";"Favorite side";"Reg. Pos.";"Positions";"Injury";"Attack";"Defence";"Body balance";"Stamina";"Top speed";"Responsiveness";"Explosive power";"Dribble accuracy";"Dribble speed";"Short pass accuracy";"Short pass speed";"Long pass accuracy";"Long pass speed";"Shot accuracy";"Shot power";"Free kick accuracy";"Swerve";"Header Accuracy";"Jump";"Ball control";"Mentality";"Keeper skills";"Teamwork";"Form";"Weak foot accuracy";"Weak foot frequency";"P01 Classic No.10";"P02 Anchor Man";"P03 Trickster";"P04 Darting Run";"P05 Mazing Run";"P06 Pinpoint Pass";"P07 Early Cross";"P08 Box to Box";"P09 Cut Back Pass";"P10 Incisive Run";"P11 Long Ranger";"P12 Enforcer";"P13 Goal Poacher";"P14 Dummy Runner";"P15 Free Roaming";"P16 Extra Attacker";"P17 Chasing Back";"P18 Talisman";"P19 Fox in the Box";"P20 Track Back";"P21 Offensive Fullback";"P22 180 Drag";"P23 Flick(Sombrero)";"H01 Attack Minded";"H02 Defence Master";"S01 Weighted Pass";"S02 Double Touch";"S03 Run Around";"S04 PK Taker";"S05 1-touch play";"S06 Outside Curve";"S07 Lunging Tackle";"S08 Diving Header";"S09 Covering";"S10 GK Long Throw";"S11 Penalty Saver";"S12 1-on-1 Keeper";"S13 Long Throw";"S14 Speed Merchant";"S15 Shoulder Feint Skills";"S16 Roulette Skills";"S17 Flip Flap Skills";"S18 Turning Skills";"S19 Scissors Skills";"S20 Flicking Skills";"S21 Step On Skills";"S22 Deft Touch Skills";"S23 Super-Sub";"S24 Long Range Drive";"S25 Flip Flap Skills";"S26 Jumping Volley";"S27 Scissor Kick";"S28 Knuckle Shot";"S29 Heel Flick";
54679;IOUSIF;IOUSIF;;Венгрия;32;181;74;R;R;RMF; RMF RWF;2;64;52;54;63;74;49;76;64;50;63;59;70;48;43;60;56;52;59;57;50;68;50;51;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54680;YESIKOV;YESIKOV;;Россия;24;187;83;R;R;CF; CF;2;75;30;75;50;75;58;60;45;49;57;53;48;63;75;75;52;56;61;60;75;65;50;61;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54681;COPHNE;COPHNE;;Хорватия;34;179;75;R;R;CF; CF;2;70;35;61;61;63;61;54;61;58;51;54;50;54;88;82;61;53;52;59;55;76;50;49;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54682;BORCARQUES;BORCARQUES;;Португалия;31;182;76;R;R;GK; GK;2;30;76;78;63;67;86;70;49;52;54;52;52;51;40;81;41;43;40;81;45;68;77;71;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54683;ESTERILLO;ESTERILLO;;Испания;34;189;82;R;R;CB; CB LB;2;55;71;78;77;74;76;74;58;60;58;67;65;60;50;69;55;55;72;77;65;63;50;70;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54684;SERSERHO;SERSERHO;;Португалия;30;186;79;R;R;CB; CB;2;45;70;84;73;71;71;67;64;62;63;66;65;70;57;77;57;56;76;74;62;66;50;64;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54685;MINELGOS;MINELGOS;;Бразилия;23;187;77;R;R;RMF; CB LB RB DMF LMF RMF;2;64;65;74;80;75;70;72;72;73;69;66;69;68;61;70;61;66;67;75;71;66;50;73;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54686;TORISTAO;TORISTAO;;Португалия;21;183;80;L;R;LB; LB;2;68;65;63;82;82;65;77;75;76;66;69;74;78;64;80;73;74;60;74;72;70;50;69;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54687;CORTENHA;CORTENHA;;Бразилия;29;183;76;R;R;DMF; CB DMF;2;62;67;68;81;76;73;72;68;71;71;70;69;71;61;80;60;62;70;78;69;68;50;70;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54688;ROIJOMAN;ROIJOMAN;;Уругвай;25;189;81;R;R;DMF; DMF CMF;2;65;63;74;80;75;71;73;70;69;71;68;70;68;63;71;60;65;62;70;71;66;50;69;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54689;IORCINHO;IORCINHO;;Бразилия;20;183;83;R;R;RMF; DMF LMF RMF;2;67;60;77;78;80;67;75;73;76;63;65;67;70;66;76;62;65;60;75;72;67;50;72;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54690;MELTECA;MELTECA;;Мексика;33;182;72;R;R;AMF; LMF AMF;2;70;61;72;83;78;68;78;80;75;80;75;78;70;63;80;86;85;65;73;80;70;50;73;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54691;PORTIZZO;PORTIZZO;;Италия;36;180;82;R;R;CF; CF;2;75;34;75;77;76;80;77;76;73;73;71;71;70;77;78;63;65;70;75;75;70;50;70;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54692;HORGENHO;HORGENHO;;Бразилия;23;176;70;R;R;CF; CF;2;74;32;79;78;75;79;75;72;76;68;70;65;71;76;80;65;58;79;77;74;69;50;65;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54693;TRIVOYNET;TRIVOYNET;;Франция;28;182;73;R;R;GK; GK;2;30;76;80;60;68;85;74;50;51;53;49;54;57;40;77;42;40;40;82;45;65;78;74;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54694;VOCAILA;VOCAILA;;Ангола;25;186;76;L;R;GK; GK;2;30;61;64;49;55;69;64;38;57;60;31;64;40;33;63;55;47;51;57;59;65;66;52;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54695;AIZKORREA;AIZKORREA;;Испания;29;182;76;R;R;CB; CB;2;30;65;67;58;61;52;66;48;54;63;45;66;54;42;57;50;52;54;60;56;62;50;52;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54696;MEINAMALA;MEINAMALA;;Марокко;26;183;84;R;R;CB; CB;2;55;72;78;78;74;73;69;66;62;65;64;70;68;55;73;55;58;74;74;66;71;50;73;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54697;VDALOMITO;VDALOMITO;;Португалия;21;179;75;R;R;DMF; DMF CMF;2;57;59;67;74;68;64;70;66;64;70;57;75;59;55;57;62;59;61;58;65;65;50;50;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54698;VANGOORD;VANGOORD;;Нидерланды;27;189;82;R;R;CMF; CMF RMF;0;60;56;64;60;65;60;66;73;65;70;80;64;83;47;58;59;64;54;49;63;62;50;45;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54699;RONEIGA;RONEIGA;;Бразилия;23;187;83;R;R;RMF; RMF;2;65;58;64;72;77;67;73;70;69;66;62;65;63;60;69;60;66;64;74;71;63;50;63;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54700;NONO;NONO;;Коста-Рика;23;189;85;R;R;AMF; AMF;2;68;57;62;80;79;65;80;80;72;78;71;75;72;65;72;71;73;62;73;79;63;50;60;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54701;ZEZERHO;ZEZERHO;;Бразилия;34;178;70;L;R;LWF; LMF LWF;1;65;33;63;60;82;63;68;56;61;66;52;72;54;61;58;58;47;59;55;59;61;50;45;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54702;RONAGUES;RONAGUES;;Бразилия;29;187;77;R;R;RWF; RWF;2;56;34;63;64;69;62;75;71;66;67;61;74;65;62;62;69;67;53;56;67;60;50;46;5;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54703;LUNATES;LUNATES;;Греция;28;181;74;R;R;CF; CF;2;69;37;66;72;75;70;77;71;73;65;62;63;64;69;68;62;66;66;74;73;63;50;66;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54704;OGERATHE;OGERATHE;;Египет;25;186;79;L;R;CF; LMF CF;2;74;35;68;63;66;60;72;63;63;65;63;74;61;62;64;63;54;77;63;58;60;50;49;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54705;STNASCA;STNASCA;;Румыния;33;182;72;R;R;GK; GK;2;30;73;74;58;65;82;77;49;50;49;50;50;55;42;80;43;41;40;78;40;66;75;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54706;CABALDELA;CABALDELA;;Бразилия;35;180;82;R;R;CB; CB;2;50;73;75;75;76;76;72;67;68;62;64;65;68;56;74;61;55;73;79;63;75;50;72;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54707;WERIGAL;WERIGAL;;Ангола;32;176;70;R;R;CB; CB;2;45;70;68;76;74;73;72;69;67;63;64;67;71;55;81;70;58;70;75;66;71;50;64;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54708;TITI;TITI;;Бразилия;23;182;73;R;R;RB; RB RMF;2;66;55;65;78;81;68;80;76;75;66;65;70;69;65;72;57;65;62;73;71;63;50;64;4;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54709;RAINHO;RAINHO;;Португалия;24;183;84;L;R;CB; CB LB;2;56;69;76;75;75;69;73;68;72;64;65;63;66;53;72;48;51;75;76;65;67;50;64;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54710;NORANCORZE;NORANCORZE;;Чили;28;187;83;R;R;DMF; CB DMF CMF;2;63;67;72;77;73;73;75;78;68;77;72;78;75;63;81;75;70;74;75;78;67;50;71;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54711;CIPPA;CIPPA;;Аргентина;34;189;85;R;R;RMF; DMF CMF RMF;2;60;60;61;78;77;72;81;71;73;68;67;65;66;55;73;60;63;66;73;71;62;50;64;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54712;WELCAO;WELCAO;;Бразилия;21;181;74;L;R;LMF; LB RB LMF RMF;2;65;45;73;80;80;73;74;76;78;70;67;70;66;62;72;60;65;66;75;72;67;50;69;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54713;DENALGUES;DENALGUES;;Парагвай;23;186;76;R;R;AMF; DMF LMF RMF AMF;2;67;58;64;78;78;78;75;72;69;70;64;66;77;70;81;65;74;64;74;67;65;50;62;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54714;TERNALBAO;TERNALBAO;;Португалия;23;179;75;R;R;SS; RWF SS CF;2;82;30;70;76;86;86;92;89;85;78;75;70;74;82;75;76;81;76;87;85;74;50;60;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54715;CHERALCA;CHERALCA;;Бразилия;34;178;70;R;R;CF; CF;2;69;39;70;78;76;72;73;71;70;69;65;66;63;70;73;63;60;64;73;73;64;50;66;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54716;QUOKKO;QUOKKO;;Ангола;34;182;76;R;R;GK; GK;2;30;76;79;60;67;79;67;50;50;52;50;50;60;42;78;40;40;40;79;45;70;75;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54717;NOSTAO;NOSTAO;;Бразилия;29;183;76;R;R;GK; GK;2;34;78;65;71;49;72;69;45;52;62;56;31;59;39;66;48;43;74;76;53;72;83;62;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54718;POQQUI;POQQUI;;Перу;28;182;73;R;R;CB; CB;2;37;78;72;59;52;73;79;67;68;50;52;77;77;43;52;38;52;59;67;61;78;50;76;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54719;ELIZIOS;ELIZIOS;;Египет;25;189;82;L;R;LB; LB LMF;2;63;63;61;77;78;70;78;70;70;67;65;73;68;67;70;68;60;66;73;70;66;50;65;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54720;RODRIQUE;RODRIQUE;;Бразилия;29;183;83;R;R;RB; RB;2;67;74;70;75;63;53;69;71;68;78;63;79;60;57;67;72;77;58;66;72;68;51;66;5;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54721;NAPLOVNIK;NAPLOVNIK;;Россия;23;186;79;L;R;DMF; DMF LMF;2;63;60;63;78;76;75;79;72;70;68;68;70;70;68;74;60;65;60;75;75;67;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54722;UGOL;UGOL;;Бразилия;36;180;82;R;R;DMF; DMF;1;68;76;72;80;61;67;75;67;69;77;77;81;81;73;78;62;57;61;77;66;80;49;78;4;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54723;GOLBEAMA;GOLBEAMA;;Португалия;34;176;70;R;R;DMF; DMF;2;51;68;77;63;61;62;70;52;59;69;60;76;73;75;79;54;80;47;47;77;91;49;47;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54724;PERTECCA;PERTECCA;;Аргентина;21;182;72;R;R;CMF; CMF AMF;2;65;56;73;76;67;52;70;69;66;69;70;67;67;56;58;71;57;69;78;70;67;50;79;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54725;KOBIAS;KOBIAS;;Сенегал;21;187;77;L;R;LMF; CMF LMF;2;69;53;65;75;79;67;82;75;79;69;69;71;66;63;72;60;66;61;70;75;64;50;64;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54726;SEREQIN;SEREQIN;;Франция;25;183;80;R;R;AMF; RMF AMF;2;67;52;58;77;80;74;82;74;75;71;65;71;64;68;70;70;70;66;73;74;73;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54727;ARDOVERO;ARDOVERO;;Италия;23;189;81;R;R;CF; CF;1;76;37;75;66;66;64;71;65;67;68;63;68;66;77;76;63;73;73;72;76;67;50;74;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54728;WALALAKISCU;WALALAKISCU;;Румыния;36;182;73;R;R;GK; GK;2;30;80;78;60;65;82;77;50;50;54;49;45;50;42;75;43;42;40;80;45;69;78;67;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54729;CERBEANU;CERBEANU;;Венгрия;27;183;84;R;R;CB; CB RB;2;50;72;80;80;71;70;69;69;70;68;67;70;70;57;79;55;55;75;75;68;70;50;70;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54730;PANCHITONI;PANCHITONI;;Италия;31;187;83;R;R;CB; CB;2;47;68;78;73;72;66;67;61;60;62;59;66;65;53;74;53;55;71;75;65;63;50;60;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54731;TOMREAN;TOMREAN;;Румыния;30;189;85;R;R;CB; CB LB RB DMF;2;50;68;78;76;73;72;70;54;65;66;65;65;67;55;75;60;55;73;75;66;69;50;54;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54732;RODERAL;RODERAL;;Бразилия;21;181;74;R;R;DMF; LB RB DMF;2;65;61;69;80;75;63;75;66;67;69;65;68;67;55;76;58;60;68;74;69;63;50;64;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54733;PERJNAC;PERJNAC;;Сербия;29;186;76;R;R;DMF; DMF CMF;2;69;63;78;80;72;70;72;73;78;70;68;72;73;60;80;60;60;70;75;70;70;50;74;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54734;HORCANDU;HORCANDU;;Румыния;20;179;75;R;R;RMF; RB DMF RMF;2;65;62;74;81;79;70;72;69;72;67;63;70;66;58;74;55;65;65;76;70;66;50;64;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54735;ZIDRIU;ZIDRIU;;Черногория;33;178;70;R;R;DMF; CB RB DMF RMF;2;60;64;77;78;73;73;70;70;73;67;70;75;71;58;77;58;55;74;76;70;66;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54736;DARBRESCU;DARBRESCU;;Румыния;23;182;76;L;R;AMF; DMF LMF RMF AMF SS;2;72;58;71;78;75;69;76;82;72;79;73;80;76;66;80;79;82;65;75;80;71;50;74;5;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
54737;CHARETHOSAS;CHARETHOSAS;;Греция;29;189;82;R;R;CF; CF;2;68;36;73;70;73;73;68;70;63;67;63;63;66;70;76;60;55;78;75;68;67;50;69;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54738;CIUGHINAC;CIUGHINAC;;Венгрия;23;186;79;R;R;CF; RMF CF;2;74;48;79;80;78;75;75;74;75;72;65;64;67;75;78;60;55;82;76;70;70;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54739;ROJMANEU;ROJMANEU;;Словения;25;187;77;R;R;GK; GK;2;30;70;83;60;64;78;63;52;49;54;49;46;54;42;60;44;42;46;76;43;65;74;60;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54740;SOGROCAN;SOGROCAN;;Турция;26;182;73;R;R;GK; GK;2;21;71;80;55;56;78;82;36;45;43;53;51;63;21;58;28;38;53;77;42;91;80;74;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54741;IORGHESCU;IORGHESCU;;Румыния;21;182;72;R;R;CB; CB RB;2;37;72;71;79;71;76;84;49;69;53;56;56;64;44;59;39;47;74;80;75;82;51;63;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
